,power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,c_pai,c_efficiency,t_efficiency,h_efficiency,h_consumption
11,279.1761246778989,22.686023631060444,33.81904256092171,605.1496939274521,30.56303270564913,-0.21215064420217883,465.62953419226943,1.7039147670961616,611.144245490585,1.132120911793874,1623462.2814667989,76426.81764122895,17.857884198464017,0.8925577939217038,0.8773185313875119,0.3949040338602573,9116.29196131912
12,171.22955687528585,25.2678561785373,1.042209744676567,1027.104648822978,1.8320694380995857,-1.126425308359961,381.6246459570586,1.2558200091366543,562.3215623572411,1.083074463225224,1059245.8010507082,53186.38921882138,13.547667212617675,0.8005151581185457,0.9039767140888536,0.34803475392964905,10344.018686546371
13,169.86729270021254,22.86204099151092,7.469209375411056,1017.8900458766832,7.741105598866052,-1.116860382707317,390.34890148830584,1.2414457831325336,572.5506378454988,1.0011374911410476,1071300.7097802977,52845.77675407512,13.40294424919232,0.8069543482965984,0.9001273718798726,0.3475006079978734,10359.841016013444
14,204.95267379679146,81.22384523216576,4.249392523510696,1020.4758189812824,4.524064171122991,-1.5400802139037475,397.2882352941174,1.4104278074866408,557.5909090909093,1.9244385026737936,1218920.6310160428,59727.10962566845,15.153659414491985,0.8300972293903739,0.9070633269999994,0.3709713823529409,9704.289038328878
15,205.19518072289156,90.73213384283133,2.343190363349398,1022.7944266265065,2.6566265060240943,-1.5353012048192771,393.8114457831326,1.4123493975903576,556.0548192771084,1.9193373493975898,1204344.4879518072,59765.138554216865,15.172195730481938,0.8284420599397593,0.9072457577650604,0.3711740438734941,9698.992633361446
16,300.83421052631576,59.05394276429827,3.097975243605261,1025.9212624912282,3.9657894736842123,-2.5226315789473692,430.4701754385966,1.8776315789473652,554.6070175438597,3.2478070175438587,1620976.2807017544,80286.0701754386,20.03426188298245,0.8801955051578949,0.8875024307719297,0.40508437069298253,8887.063045412284
17,303.0605691056911,79.20808029174793,1.6145133070609754,1026.663924817073,2.1536585365853615,-2.5492682926829198,427.6548780487803,1.8892276422764163,552.2475609756101,3.269674796747967,1620353.5650406503,80750.60975609756,20.157109032926815,0.8791614873333348,0.8880323432967477,0.40573449529674804,8872.82222319106
18,144.2757665330662,35.845229965030086,21.107472906933854,100.89178343106218,21.136873747494977,-0.07000000000000024,392.87555110220404,1.1071943887775635,145.32076112224453,0.24791583166332654,1085494.5370741482,47035.98597194389,11.938105194348703,0.8161329648977971,1.4959675159939887,0.3316008896052102,10856.612773627257
19,143.10416037151694,45.91807447777091,23.683503971749207,100.29962208467502,23.82585139318884,-0.06996904024767826,396.1004643962849,1.097801857585154,589.9476051083594,0.21589783281733751,1089213.3095975232,46771.747678018575,11.845317525959695,0.8187987661826626,0.9056143787244584,0.33077073802012363,10883.733776099074
20,143.81713612903232,45.76658632819356,18.84572165754839,100.77594785225803,19.19096774193547,-0.07070967741935501,390.0051612903226,1.099999999999997,586.1187516129032,0.2115483870967743,1079085.393548387,46897.86451612903,11.867118662580603,0.8100376411741934,0.9064273709225805,0.33152476921935486,10858.964254451617
